Time stamp,GHI (W/m2),DNI (W/m2), DHI (W/m2),Wet bulb temp (C),Dew point temp (C),Energy (kWh)
01/01/1990 00:00,0,0,0,12.3844,11.6,0
01/01/1990 01:00,0,0,0,12.0406,11.5,0
01/01/1990 02:00,0,0,0,12.3313,12,0
01/01/1990 03:00,0,0,0,12.4312,12.1,0
01/01/1990 04:00,0,0,0,12.8359,12.5,0
01/01/1990 05:00,40,77,34,12.95,12.1,62.0726
01/01/1990 06:00,107,19,102,14.5594,13.6,12.6467
01/01/1990 07:00,223,36,205,15.3609,13.9,27.447
01/01/1990 08:00,304,33,283,16.8188,14.9,24.2191
01/01/1990 09:00,374,27,352,16.8469,14.2,18.5664
01/01/1990 10:00,491,42,453,17.2437,14.2,30.9484
01/01/1990 11:00,570,50,521,17.3406,13.9,37.7051
01/01/1990 12:00,481,28,454,17.1797,13.9,-0.24
01/01/1990 13:00,358,12,347,16.8141,13.6,5.60954
01/01/1990 14:00,274,10,266,15.9516,13.1,3.91085
01/01/1990 15:00,261,19,248,15.9078,13.1,11.9385
01/01/1990 16:00,211,24,197,15.4719,12.9,16.6474
01/01/1990 17:00,121,21,113,15.4156,12.9,14.4661
01/01/1990 18:00,54,38,49,14.8094,13,29.0423
01/01/1990 19:00,0,0,0,14.7219,13,-0.24
01/01/1990 20:00,0,0,0,14.7,13.1,0
01/01/1990 21:00,0,0,0,14.7563,13.3,0
01/01/1990 22:00,0,0,0,14.8906,13.6,0
01/01/1990 23:00,0,0,0,15.1203,14.1,0
02/01/1990 00:00,0,0,0,15.1156,14.2,0
02/01/1990 01:00,0,0,0,15.1844,14.5,0
02/01/1990 02:00,0,0,0,14.8547,13.9,0
02/01/1990 03:00,0,0,0,15.0922,14.8,0
02/01/1990 04:00,0,0,0,14.875,14.5,0
02/01/1990 05:00,29,72,24,14.9047,14.8,58.7013
02/01/1990 06:00,64,8,61,14.4422,13.3,2.61317
02/01/1990 07:00,149,17,140,14.0875,12.2,10.4414
02/01/1990 08:00,251,26,233,13.9813,11,17.3517
02/01/1990 09:00,446,92,372,13.5438,9.6,72.985
02/01/1990 10:00,592,132,473,13.1938,8.4,104.787
02/01/1990 11:00,688,170,524,12.9172,6.9,135.395
02/01/1990 12:00,948,567,398,13.0781,7.1,-0.24
02/01/1990 13:00,943,660,325,13.2344,7.3,621.266
02/01/1990 14:00,753,508,323,13.0766,8,475.127
02/01/1990 15:00,578,407,285,13.2453,8.6,372.632
02/01/1990 16:00,368,238,233,13.4,9.7,201.075
02/01/1990 17:00,166,77,136,13.6938,11,61.463
02/01/1990 18:00,60,47,54,13.3312,11.2,36.1003
02/01/1990 19:00,0,0,0,13.0734,11.6,-0.24
02/01/1990 20:00,0,0,0,12.7594,11.6,0
02/01/1990 21:00,0,0,0,12.3719,11.4,0
02/01/1990 22:00,0,0,0,11.8891,11,0
02/01/1990 23:00,0,0,0,10.7844,10.1,0
03/01/1990 00:00,0,0,0,10.95,9.9,0
03/01/1990 01:00,0,0,0,10.7719,9.7,0
03/01/1990 02:00,0,0,0,11.2813,9.9,0
03/01/1990 03:00,0,0,0,11.0375,9.7,0
03/01/1990 04:00,0,0,0,11.325,9.7,0
03/01/1990 05:00,50,124,37,11.4688,9.9,105.172
03/01/1990 06:00,152,165,105,11.8703,9.6,146.705
03/01/1990 07:00,280,197,188,12.1062,9.4,171.066
03/01/1990 08:00,423,220,280,12.0172,8.1,186.845
03/01/1990 09:00,646,424,305,12.4219,8.3,404.332
03/01/1990 10:00,909,748,232,12.4406,7.7,733.548
03/01/1990 11:00,1002,814,220,12.6016,7.9,800.671
03/01/1990 12:00,1025,843,205,12.6375,7.2,-0.24
03/01/1990 13:00,1001,894,167,12.5812,7.2,864.298
03/01/1990 14:00,901,898,142,13.1156,7.9,870.342
03/01/1990 15:00,744,862,126,12.8062,8.1,841.101
03/01/1990 16:00,468,551,157,12.775,8.3,536.188
03/01/1990 17:00,305,595,96,12.2094,7.9,586.199
03/01/1990 18:00,154,528,56,12.3125,8.8,511.549
03/01/1990 19:00,0,0,0,11.9203,8.5,-0.24
03/01/1990 20:00,0,0,0,11.2891,8.3,0
03/01/1990 21:00,0,0,0,10.575,7.9,0
03/01/1990 22:00,0,0,0,9.9,7.7,0
03/01/1990 23:00,0,0,0,9.52031,8.1,0
04/01/1990 00:00,0,0,0,8.78438,7.9,0
04/01/1990 01:00,0,0,0,8.40938,8.1,0
04/01/1990 02:00,0,0,0,8.45313,7.9,0
04/01/1990 03:00,0,0,0,8.3875,8.1,0
04/01/1990 04:00,0,0,0,9.54375,9.4,0
04/01/1990 05:00,66,240,38,10.1438,9.9,209.229
04/01/1990 06:00,229,524,80,11.3906,9.8,527.177
04/01/1990 07:00,438,707,106,12.4234,9.8,714.103
04/01/1990 08:00,472,400,225,13.8656,10.1,372.037
04/01/1990 09:00,619,403,294,14.4719,9.9,373.355
04/01/1990 10:00,925,802,200,15.1781,10.1,767.477
04/01/1990 11:00,1065,963,140,15.6187,9.9,918.394
04/01/1990 12:00,1081,978,130,16.375,11,-0.24
04/01/1990 13:00,1035,992,110,16.7266,11.7,922.967
04/01/1990 14:00,928,997,86,17.025,12.8,922.073
04/01/1990 15:00,766,981,65,17.1281,13.3,925.741
04/01/1990 16:00,545,889,53,17.0828,13.9,857.428
04/01/1990 17:00,317,725,48,16.6031,14.1,713.645
04/01/1990 18:00,133,470,46,16.5625,14.5,442.401
04/01/1990 19:00,0,0,0,16.0656,14.4,-0.24
04/01/1990 20:00,0,0,0,15.5125,14.2,0
04/01/1990 21:00,0,0,0,14.9203,13.8,0
04/01/1990 22:00,0,0,0,14.1938,13.3,0
04/01/1990 23:00,0,0,0,13.6234,13,0
05/01/1990 00:00,0,0,0,13.0359,12.7,0
05/01/1990 01:00,0,0,0,12.8266,12.6,0
05/01/1990 02:00,0,0,0,12.1266,12,0
05/01/1990 03:00,0,0,0,12.7437,12.6,0
05/01/1990 04:00,0,0,0,13.0094,12.8,0
05/01/1990 05:00,32,69,26,14.3094,14.1,54.3645
05/01/1990 06:00,82,17,77,13.9594,12.8,10.4218
05/01/1990 07:00,181,33,166,14.4047,12.7,24.0254
05/01/1990 08:00,324,72,275,14.125,11.1,56.2048
05/01/1990 09:00,698,505,288,15.1688,12.2,470.022
05/01/1990 10:00,977,822,239,15.3438,11.8,777.766
05/01/1990 11:00,1032,779,285,15.4484,12,732.13
05/01/1990 12:00,815,359,465,15.175,11.5,-0.24
05/01/1990 13:00,589,118,478,14.9656,11.3,91.4413
05/01/1990 14:00,503,124,399,14.8641,12,97.4514
05/01/1990 15:00,387,106,311,14.2422,11.3,83.9518
05/01/1990 16:00,317,179,223,13.8109,11.1,147.105
05/01/1990 17:00,253,350,129,13.0812,9.9,322.247
05/01/1990 18:00,122,310,65,12.8359,10.6,277.438
05/01/1990 19:00,0,0,0,12.4922,10.3,-0.24
05/01/1990 20:00,0,0,0,11.9312,9.7,0
05/01/1990 21:00,0,0,0,11.4531,9.1,0
05/01/1990 22:00,0,0,0,11.0313,8.7,0
05/01/1990 23:00,0,0,0,10.575,7.8,0
06/01/1990 00:00,0,0,0,10.4438,8.3,0
06/01/1990 01:00,0,0,0,10.3219,8.3,0
06/01/1990 02:00,0,0,0,10.525,9.1,0
06/01/1990 03:00,0,0,0,10.4,8.5,0
06/01/1990 04:00,0,0,0,10.6656,8.5,0
06/01/1990 05:00,34,68,29,10.8844,7.8,55.3999
06/01/1990 06:00,106,54,88,11.35,8.3,44.4483
06/01/1990 07:00,360,440,144,11.6688,7.8,432.666
06/01/1990 08:00,629,749,148,11.6969,6.9,751.397
06/01/1990 09:00,743,678,212,12.1672,7,669.069
06/01/1990 10:00,918,784,212,12.3813,6.7,766.649
06/01/1990 11:00,1043,904,176,13.0719,8.1,872.102
06/01/1990 12:00,1021,835,210,12.7906,6.9,-0.24
06/01/1990 13:00,882,652,272,12.9641,7.4,628.404
06/01/1990 14:00,677,437,306,12.525,6.9,409.91
06/01/1990 15:00,574,492,227,13.2578,8.9,467.286
06/01/1990 16:00,523,762,107,13.3438,9.7,752.386
06/01/1990 17:00,329,678,74,13.4469,10.2,678.7
06/01/1990 18:00,131,400,57,13.55,10.8,375.348
06/01/1990 19:00,0,0,0,13.3406,11,-0.24
06/01/1990 20:00,0,0,0,13.1531,11,0
06/01/1990 21:00,0,0,0,12.7094,10.6,0
06/01/1990 22:00,0,0,0,12.2656,10.3,0
06/01/1990 23:00,0,0,0,11.8,9.9,0
07/01/1990 00:00,0,0,0,11.5875,9.3,0
07/01/1990 01:00,0,0,0,11.2094,8.9,0
07/01/1990 02:00,0,0,0,11.2094,8.9,0
07/01/1990 03:00,0,0,0,10.9531,8.5,0
07/01/1990 04:00,0,0,0,11.0188,8.3,0
07/01/1990 05:00,38,87,31,11.3156,8.1,70.7749
07/01/1990 06:00,117,80,95,11.8813,8.5,66.8893
07/01/1990 07:00,207,83,169,12.4219,8.3,68.2785
07/01/1990 08:00,295,73,248,12.7625,8.1,57.039
07/01/1990 09:00,506,204,342,13.3906,7.8,164.64
07/01/1990 10:00,758,445,356,13.8875,7.8,402.738
07/01/1990 11:00,966,731,264,14.4016,8,690.658
07/01/1990 12:00,1075,931,171,14.4063,7.8,-0.24
07/01/1990 13:00,1047,988,125,14.6187,8.4,910.747
07/01/1990 14:00,940,998,96,14.4828,8.9,921.433
07/01/1990 15:00,782,988,74,14.6812,9.9,924.324
07/01/1990 16:00,584,921,69,14.5406,10.6,879.157
07/01/1990 17:00,363,790,66,14.5609,11.2,756.069
07/01/1990 18:00,157,529,57,14.3156,11.5,494.214
07/01/1990 19:00,0,0,0,14.0625,11.7,-0.24
07/01/1990 20:00,0,0,0,13.775,11.5,0
07/01/1990 21:00,0,0,0,13.3312,11.3,0
07/01/1990 22:00,0,0,0,13.0047,11,0
07/01/1990 23:00,0,0,0,12.5125,11,0
08/01/1990 00:00,0,0,0,12.1469,10.8,0
08/01/1990 01:00,0,0,0,12.0766,11,0
08/01/1990 02:00,0,0,0,12.9328,12,0
08/01/1990 03:00,0,0,0,12.7406,12.2,0
08/01/1990 04:00,0,0,0,13.6187,13.2,0
08/01/1990 05:00,63,271,33,13.7234,13.2,-0.24
08/01/1990 06:00,237,669,55,15.6125,14.2,664.348
08/01/1990 07:00,436,803,67,16.5719,14.4,794.079
08/01/1990 08:00,642,874,84,17.55,13.9,846.694
08/01/1990 09:00,833,942,93,18.0406,13.1,904.27
08/01/1990 10:00,973,967,109,18.4625,11.9,917.625
08/01/1990 11:00,1048,962,127,19.3,12.1,913.185
08/01/1990 12:00,1054,948,134,18.9344,9.9,-0.24
08/01/1990 13:00,1011,960,116,19.3094,9.5,904.894
08/01/1990 14:00,894,942,98,18.825,7.6,883.764
08/01/1990 15:00,746,944,71,19.5641,11.2,905.856
08/01/1990 16:00,563,920,54,19.8781,12.8,898.562
08/01/1990 17:00,350,790,53,20.0313,15.9,791.004
08/01/1990 18:00,151,528,52,19.8094,15.8,510.045
08/01/1990 19:00,0,0,0,19.5969,16.7,-0.24
08/01/1990 20:00,0,0,0,19.0156,17.1,0
08/01/1990 21:00,0,0,0,18.3094,16.8,0
08/01/1990 22:00,0,0,0,17.4953,16.2,0
08/01/1990 23:00,0,0,0,16.125,15.1,0
09/01/1990 00:00,0,0,0,15.3438,13.7,0
09/01/1990 01:00,0,0,0,14.5063,12.2,0
09/01/1990 02:00,0,0,0,14.4937,12,0
09/01/1990 03:00,0,0,0,14.0125,10.8,0
09/01/1990 04:00,0,0,0,14.3469,11.3,0
09/01/1990 05:00,60,176,41,13.8984,11.1,-0.24
09/01/1990 06:00,228,379,126,15.5703,13.7,354.814
09/01/1990 07:00,415,408,232,16.1469,14.9,383.907
09/01/1990 08:00,282,164,185,17.6719,16.9,129.903
09/01/1990 09:00,147,3,145,16.4094,16.2,-0.24
09/01/1990 10:00,190,3,188,15.8875,15.6,-0.24
09/01/1990 11:00,213,3,210,14.1875,14.1,-0.24
09/01/1990 12:00,234,3,231,14.6313,14.4,-0.24
09/01/1990 13:00,283,7,277,13.8234,13.2,1.25404
09/01/1990 14:00,304,27,282,13.5188,13,19.2164
09/01/1990 15:00,508,299,301,12.4906,11,259.728
09/01/1990 16:00,509,459,253,12.2344,10.5,436.415
09/01/1990 17:00,243,198,162,12.5406,10.1,158.781
09/01/1990 18:00,80,51,73,12.1469,10.7,39.5932
09/01/1990 19:00,0,0,0,11.9594,10.8,-0.24
09/01/1990 20:00,0,0,0,11.1656,10.9,0
09/01/1990 21:00,0,0,0,11.4969,10.9,0
09/01/1990 22:00,0,0,0,10.8313,10.5,0
09/01/1990 23:00,0,0,0,10.475,9.9,0
10/01/1990 00:00,0,0,0,9.16562,8.9,0
10/01/1990 01:00,0,0,0,8.3875,8.1,0
10/01/1990 02:00,0,0,0,8.35312,7.9,0
10/01/1990 03:00,0,0,0,8.16562,7.9,0
10/01/1990 04:00,0,0,0,8.35312,7.9,0
10/01/1990 05:00,26,58,22,8.40938,8.1,-0.24
10/01/1990 06:00,83,29,74,9.78438,8.9,21.5199
10/01/1990 07:00,291,221,186,10.6328,9.6,191.967
10/01/1990 08:00,358,161,262,12.1375,11.1,137.165
10/01/1990 09:00,402,74,343,12.0125,10.3,58.8832
10/01/1990 10:00,773,475,343,12.3438,10.3,446.804
10/01/1990 11:00,1034,796,273,11.7844,9,754.992
10/01/1990 12:00,930,575,373,12.15,9.4,-0.24
10/01/1990 13:00,918,653,310,11.8813,8.6,620.995
10/01/1990 14:00,776,565,294,11.6297,7.9,540.482
10/01/1990 15:00,585,426,280,11.0781,7,392.669
10/01/1990 16:00,437,418,204,10.8,6.6,390.479
10/01/1990 17:00,225,214,139,11.0344,7,178.364
10/01/1990 18:00,81,87,67,10.625,6.8,70.1281
10/01/1990 19:00,0,0,0,10.5156,7,-0.24
10/01/1990 20:00,0,0,0,10.4406,7.5,0
10/01/1990 21:00,0,0,0,10.2094,7.7,0
10/01/1990 22:00,0,0,0,9.97812,8,0
10/01/1990 23:00,0,0,0,9.4875,7.1,0
11/01/1990 00:00,0,0,0,9.9125,8,0
11/01/1990 01:00,0,0,0,9.60781,8,0
11/01/1990 02:00,0,0,0,9.88594,8.2,0
11/01/1990 03:00,0,0,0,9.44687,7.8,0
11/01/1990 04:00,0,0,0,9.69063,8,0
11/01/1990 05:00,32,67,28,9.85625,8,-0.24
11/01/1990 06:00,113,62,95,10.7969,8.2,50.4665
11/01/1990 07:00,303,257,180,11.5766,8.4,227.455
11/01/1990 08:00,522,451,235,12.8219,9,425.824
11/01/1990 09:00,700,574,250,13.3188,9,558.977
11/01/1990 10:00,857,693,239,14.1938,9.4,672.121
11/01/1990 11:00,977,805,208,14.1516,8.8,785.686
11/01/1990 12:00,1043,903,168,15.1688,10.2,-0.24
11/01/1990 13:00,1010,920,151,15.425,10.8,879.339
11/01/1990 14:00,838,775,179,15.8625,12,740.729
11/01/1990 15:00,669,729,148,15.3797,11.6,702.757
11/01/1990 16:00,519,781,87,15.4,12,764.149
11/01/1990 17:00,342,760,61,15.0125,12,746.906
11/01/1990 18:00,152,525,53,14.8281,12.5,506.139
11/01/1990 19:00,0,0,0,14.5141,12.5,-0.24
11/01/1990 20:00,0,0,0,14.1219,12.5,0
11/01/1990 21:00,0,0,0,13.8297,12.4,0
11/01/1990 22:00,0,0,0,13.2813,12.2,0
11/01/1990 23:00,0,0,0,12.5406,12,0
12/01/1990 00:00,0,0,0,12.3844,11.7,0
12/01/1990 01:00,0,0,0,12.375,11.9,0
12/01/1990 02:00,0,0,0,12.5406,12,0
12/01/1990 03:00,0,0,0,12.7437,12.6,0
12/01/1990 04:00,0,0,0,13.1438,13,0
12/01/1990 05:00,28,55,25,13.3313,13.1,-0.24
12/01/1990 06:00,99,31,89,14.4016,13.8,23.6234
12/01/1990 07:00,333,256,211,15.1375,14.1,228.45
12/01/1990 08:00,530,320,332,16.1469,15,292.161
12/01/1990 09:00,488,130,390,16.4484,14.7,105.022
12/01/1990 10:00,475,42,438,16.8188,14.9,30.3084
12/01/1990 11:00,457,29,429,17.05,14.9,18.7586
12/01/1990 12:00,463,27,436,17.0797,15.1,-0.24
12/01/1990 13:00,447,32,418,16.8094,15.1,21.0863
12/01/1990 14:00,374,30,349,16.1469,15,19.7669
12/01/1990 15:00,318,40,290,15.9937,15.2,-0.24
12/01/1990 16:00,258,57,227,15.575,15.2,42.2597
12/01/1990 17:00,162,54,141,15.2922,15,40.4104
12/01/1990 18:00,71,57,63,13.8875,13.7,42.6568
12/01/1990 19:00,0,0,0,13.4094,13.2,-0.24
12/01/1990 20:00,0,0,0,13.4266,13.2,0
12/01/1990 21:00,0,0,0,13.6875,13.5,0
12/01/1990 22:00,0,0,0,14.0094,13.8,0
12/01/1990 23:00,0,0,0,14.8047,14.7,0
13/01/1990 00:00,0,0,0,15.0922,14.8,0
13/01/1990 01:00,0,0,0,15.3969,15,0
13/01/1990 02:00,0,0,0,15.375,15,0
13/01/1990 03:00,0,0,0,15.9969,15.5,0
13/01/1990 04:00,0,0,0,16.1969,15.7,0
13/01/1990 05:00,23,52,20,16.375,16.1,-0.24
13/01/1990 06:00,64,6,63,16.3406,15.8,0.545056
13/01/1990 07:00,106,4,104,16.4453,15.8,-0.24
13/01/1990 08:00,187,7,183,16.7766,15.9,1.20118
13/01/1990 09:00,253,8,247,16.7422,15.7,2.03248
13/01/1990 10:00,270,6,264,16.8906,15.7,0.355898
13/01/1990 11:00,294,5,289,16.6922,15,-0.24
13/01/1990 12:00,387,11,376,17.1781,15.8,-0.24
13/01/1990 13:00,463,26,438,17.2781,15.9,16.591
13/01/1990 14:00,400,26,379,17.3578,17,16.8816
13/01/1990 15:00,274,16,262,17.4375,16.6,8.67164
13/01/1990 16:00,200,18,190,17.4063,16.8,10.519
13/01/1990 17:00,122,16,115,17.375,17,8.98757
13/01/1990 18:00,52,33,48,17.2875,17.1,22.9224
13/01/1990 19:00,0,0,0,17.1047,17,-0.24
13/01/1990 20:00,0,0,0,16.9875,16.8,0
13/01/1990 21:00,0,0,0,16.9094,16.7,0
13/01/1990 22:00,0,0,0,16.9703,16.7,0
13/01/1990 23:00,0,0,0,17.1047,17,0
14/01/1990 00:00,0,0,0,16.8406,16.5,0
14/01/1990 01:00,0,0,0,16.975,16.6,0
14/01/1990 02:00,0,0,0,17.1047,17,0
14/01/1990 03:00,0,0,0,16.9094,16.7,0
14/01/1990 04:00,0,0,0,16.8875,16.7,0
14/01/1990 05:00,19,48,16,17.7828,17.7,-0.24
14/01/1990 06:00,51,5,50,17.3875,17.2,-0.24
14/01/1990 07:00,123,8,119,18.1875,18,2.13249
14/01/1990 08:00,198,10,192,19.1875,19,3.73787
14/01/1990 09:00,264,11,255,18.8078,17.8,4.33645
14/01/1990 10:00,328,12,318,18.9969,17.4,5.05215
14/01/1990 11:00,378,13,365,18.1766,16,-0.24
14/01/1990 12:00,412,17,395,19.5,16.9,-0.24
14/01/1990 13:00,454,32,425,19.5922,16.9,-0.24
14/01/1990 14:00,459,56,413,20.9063,18,-0.24
14/01/1990 15:00,488,186,358,20.0219,17.5,-0.24
14/01/1990 16:00,433,316,259,20.0859,18,-0.24
14/01/1990 17:00,256,230,168,19.6625,18,-0.24
14/01/1990 18:00,103,129,81,19.9094,18.6,-0.24
14/01/1990 19:00,0,0,0,19.6125,18.6,-0.24
14/01/1990 20:00,0,0,0,19.3594,18.6,0
14/01/1990 21:00,0,0,0,18.95,18.3,0
14/01/1990 22:00,0,0,0,18.4672,18,0
14/01/1990 23:00,0,0,0,18.5672,18,0
15/01/1990 00:00,0,0,0,18.0187,17.6,0
15/01/1990 01:00,0,0,0,17.775,17.3,0
15/01/1990 02:00,0,0,0,18.5016,18,0
15/01/1990 03:00,0,0,0,17.7703,17.6,0
15/01/1990 04:00,0,0,0,18.0531,17.8,0
15/01/1990 05:00,48,133,36,17.0656,17,-0.24
15/01/1990 06:00,196,301,121,18.8328,18.1,272.031
15/01/1990 07:00,206,144,149,18.9781,17.9,119.204
15/01/1990 08:00,164,9,158,19.85,18,2.90632
15/01/1990 09:00,224,10,216,18.9906,16.6,3.63137
15/01/1990 10:00,389,37,356,18.7578,15.7,-0.24
15/01/1990 11:00,617,184,441,18.5594,14.9,-0.24
15/01/1990 12:00,815,378,449,18.025,14,-0.24
15/01/1990 13:00,797,369,453,17.4469,13.4,-0.24
15/01/1990 14:00,803,564,329,16.75,12.9,-0.24
15/01/1990 15:00,597,405,299,16.7141,13.4,-0.24
15/01/1990 16:00,479,562,180,16.4297,13.7,527.593
15/01/1990 17:00,355,760,75,16.0406,14,744.093
15/01/1990 18:00,152,517,55,15.8781,14.3,493.092
15/01/1990 19:00,0,0,0,15.3813,14.4,-0.24
15/01/1990 20:00,0,0,0,14.6719,13.9,0
15/01/1990 21:00,0,0,0,13.9234,13.3,0
15/01/1990 22:00,0,0,0,13.0406,12.5,0
15/01/1990 23:00,0,0,0,11.6625,10.9,0
16/01/1990 00:00,0,0,0,11.375,10.9,0
16/01/1990 01:00,0,0,0,10.7312,10.4,0
16/01/1990 02:00,0,0,0,11.1656,10.9,0
16/01/1990 03:00,0,0,0,10.6219,10.5,0
16/01/1990 04:00,0,0,0,11.0437,10.9,0
16/01/1990 05:00,48,175,31,11.0437,10.9,-0.24
16/01/1990 06:00,208,465,94,12.8453,12.1,462.953
16/01/1990 07:00,278,263,171,13.7688,12.3,235.538
16/01/1990 08:00,469,327,259,15.3891,13.1,293.62
16/01/1990 09:00,510,239,332,15.1125,12.1,199.951
16/01/1990 10:00,479,82,406,15.4406,11.6,62.9875
16/01/1990 11:00,638,226,423,14.8031,10.2,180.616
16/01/1990 12:00,813,435,393,15.1219,10,-0.24
16/01/1990 13:00,874,616,302,14.8609,9.4,565.913
16/01/1990 14:00,822,719,215,14.2563,8.8,670.693
16/01/1990 15:00,738,856,128,13.825,8.8,809.384
16/01/1990 16:00,560,829,98,13.5234,9,799.641
16/01/1990 17:00,291,447,117,13.6656,10,418.989
16/01/1990 18:00,107,191,73,13.125,9.8,156.696
16/01/1990 19:00,0,0,0,12.9719,10.2,-0.24
16/01/1990 20:00,0,0,0,12.9188,10.6,0
16/01/1990 21:00,0,0,0,12.7875,10.7,0
16/01/1990 22:00,0,0,0,12.6781,10.9,0
16/01/1990 23:00,0,0,0,11.6906,10,0
17/01/1990 00:00,0,0,0,12.2375,11.1,0
17/01/1990 01:00,0,0,0,11.7891,10.9,0
17/01/1990 02:00,0,0,0,12.6406,12,0
17/01/1990 03:00,0,0,0,11.2969,10.7,0
17/01/1990 04:00,0,0,0,11.2625,10.6,0
17/01/1990 05:00,18,42,15,11.05,10,-0.24
17/01/1990 06:00,66,25,58,11.7344,10,18.1917
17/01/1990 07:00,255,199,163,12.1406,9.6,172.364
17/01/1990 08:00,387,207,262,12.5906,9,175.257
17/01/1990 09:00,534,315,286,12.8969,8.6,281.474
17/01/1990 10:00,792,615,247,13.1375,8,593.025
17/01/1990 11:00,918,691,263,12.8125,7.1,663.739
17/01/1990 12:00,1024,848,205,12.9172,6.9,-0.24
17/01/1990 13:00,1035,977,127,12.4781,6.4,921.939
17/01/1990 14:00,933,994,94,12.6469,7.1,937.603
17/01/1990 15:00,778,983,73,11.8937,6.6,942.388
17/01/1990 16:00,575,919,65,11.7578,7.1,901.274
17/01/1990 17:00,341,764,57,12.0219,8,760.244
17/01/1990 18:00,140,486,50,11.9641,8.6,468.412
17/01/1990 19:00,0,0,0,12.1891,9.2,-0.24
17/01/1990 20:00,0,0,0,12.0625,9.5,0
17/01/1990 21:00,0,0,0,11.9312,9.7,0
17/01/1990 22:00,0,0,0,11.4219,9.5,0
17/01/1990 23:00,0,0,0,11.6906,10.1,0
18/01/1990 00:00,0,0,0,10.1594,8.8,0
18/01/1990 01:00,0,0,0,9.20625,8.2,0
18/01/1990 02:00,0,0,0,8.27188,7.1,0
18/01/1990 03:00,0,0,0,7.59688,6.9,0
18/01/1990 04:00,0,0,0,7.3625,6.4,0
18/01/1990 05:00,34,108,25,6.71875,5.9,-0.24
18/01/1990 06:00,166,301,89,8.59531,6.4,283.513
18/01/1990 07:00,397,668,98,9.91875,6.9,688.374
18/01/1990 08:00,629,888,82,12.1656,8,903.732
18/01/1990 09:00,813,940,91,12.775,8.4,931.671
18/01/1990 10:00,966,982,100,13.9375,9.2,956.269
18/01/1990 11:00,1053,994,110,14.8469,10,942.336
18/01/1990 12:00,1074,998,111,15.2781,10.2,-0.24
18/01/1990 13:00,1033,1009,95,15.2734,10.4,966.349
18/01/1990 14:00,930,1012,76,14.5719,10,987.569
18/01/1990 15:00,773,988,65,14.4844,10.2,965.279
18/01/1990 16:00,576,920,66,13.8094,10,918.829
18/01/1990 17:00,358,789,66,13.5172,10,799.401
18/01/1990 18:00,153,510,58,12.7938,9.8,501.781
18/01/1990 19:00,0,0,0,12.4406,9.8,-0.24
18/01/1990 20:00,0,0,0,12.2094,10,0
18/01/1990 21:00,0,0,0,12,10.2,0
18/01/1990 22:00,0,0,0,11.8469,10.4,0
18/01/1990 23:00,0,0,0,10.9063,10,0
19/01/1990 00:00,0,0,0,11.3109,10.4,0
19/01/1990 01:00,0,0,0,11.0188,10.4,0
19/01/1990 02:00,0,0,0,10.9281,10,0
19/01/1990 03:00,0,0,0,10.3703,10,0
19/01/1990 04:00,0,0,0,10.375,9.8,0
19/01/1990 05:00,19,40,17,10.575,10,-0.24
19/01/1990 06:00,75,25,68,11.2906,9.7,18.2852
19/01/1990 07:00,209,93,167,12.275,9.9,79.8435
19/01/1990 08:00,269,80,220,13.6,9.9,65.919
19/01/1990 09:00,508,264,299,14.4438,11,234.135
19/01/1990 10:00,880,709,252,15.4406,11.7,701.385
19/01/1990 11:00,1047,934,162,16.0438,12.8,924.394
19/01/1990 12:00,1044,901,176,16.6969,13.2,-0.24
19/01/1990 13:00,943,793,206,16.7656,13.6,772.134
19/01/1990 14:00,884,882,143,16.5469,13.9,852.751
19/01/1990 15:00,773,970,79,16.2281,14.1,948.693
19/01/1990 16:00,576,917,69,15.7531,13.9,911.707
19/01/1990 17:00,358,788,68,15.3891,13,797.518
19/01/1990 18:00,152,507,58,14.8828,13.3,490.912
19/01/1990 19:00,0,0,0,14.5656,12.8,-0.24
19/01/1990 20:00,0,0,0,14.3312,12.5,0
19/01/1990 21:00,0,0,0,14.2875,12.3,0
19/01/1990 22:00,0,0,0,14.0438,12.2,0
19/01/1990 23:00,0,0,0,13.5125,12,0
20/01/1990 00:00,0,0,0,13.1031,11.8,0
20/01/1990 01:00,0,0,0,12.6453,12,0
20/01/1990 02:00,0,0,0,11.9063,11.1,0
20/01/1990 03:00,0,0,0,11.8266,11.6,0
20/01/1990 04:00,0,0,0,12.1438,12,0
20/01/1990 05:00,34,173,20,12.6453,12,-0.24
20/01/1990 06:00,206,606,59,13.2219,11.3,607.029
20/01/1990 07:00,419,811,69,14.1125,10.9,812.145
20/01/1990 08:00,634,900,83,15.8625,12.1,872.869
20/01/1990 09:00,815,938,98,16.6328,10.7,907.469
20/01/1990 10:00,954,952,119,17.7703,11.1,908.735
20/01/1990 11:00,1036,936,151,17.3828,9,896.378
20/01/1990 12:00,1040,877,196,19.1766,12.6,-0.24
20/01/1990 13:00,870,633,281,19.4578,13.5,590.212
20/01/1990 14:00,785,685,211,20.3891,15.9,636.741
20/01/1990 15:00,720,852,112,19.2563,15.3,805.186
20/01/1990 16:00,486,645,123,18.8141,16,613.702
20/01/1990 17:00,248,365,110,18.55,16.5,329.838
20/01/1990 18:00,98,213,61,18.1828,16.8,171.979
20/01/1990 19:00,0,0,0,18.0641,17,-0.24
20/01/1990 20:00,0,0,0,17.9375,17.2,0
20/01/1990 21:00,0,0,0,18.0375,17.2,0
20/01/1990 22:00,0,0,0,18.0812,17.3,0
