Time stamp,GHI (W/m2),DNI (W/m2), DHI (W/m2),Wet bulb temp (C),Dew point temp (C),Energy (kWh)
08/06/1990 14:00,330,482,145,8.8625,8.1,452.108
08/06/1990 15:00,222,547,80,8.44063,7.7,528.018
08/06/1990 16:00,70,294,35,7.95313,7.5,252.556
08/06/1990 17:00,0,0,0,8.16562,7.9,0
08/06/1990 18:00,0,0,0,7.2875,7.1,0
08/06/1990 19:00,0,0,0,7.20937,6.8,0
08/06/1990 20:00,0,0,0,6.98438,5.9,0
08/06/1990 21:00,0,0,0,7.24063,6.4,0
08/06/1990 22:00,0,0,0,7.30625,6.1,0
08/06/1990 23:00,0,0,0,6.7625,5.9,0
09/06/1990 00:00,0,0,0,7.10625,5.9,0
09/06/1990 01:00,0,0,0,6.92813,5.7,0
09/06/1990 02:00,0,0,0,7.15,5.9,0
09/06/1990 03:00,0,0,0,6.70625,5.7,0
09/06/1990 04:00,0,0,0,6.80625,5.7,0
09/06/1990 05:00,0,0,0,7.15,5.9,0
09/06/1990 06:00,0,0,0,7.61563,6.2,0
09/06/1990 07:00,25,178,14,8.425,6.7,-0.24
09/06/1990 08:00,167,479,60,8.93437,6.9,469.367
09/06/1990 09:00,298,577,92,10.3875,8,570.682
09/06/1990 10:00,381,547,129,11.2969,8.7,526.612
09/06/1990 11:00,442,588,136,12.4406,9.8,564.55
09/06/1990 12:00,465,658,119,12.45,9.6,628.129
09/06/1990 13:00,433,701,96,12.6281,9.8,673.06
09/06/1990 14:00,349,695,78,12.1984,9,665.868
09/06/1990 15:00,202,498,69,12.0313,9.8,479.275
09/06/1990 16:00,59,218,33,11.5391,9.6,179.081
09/06/1990 17:00,0,0,0,11.05,10,0
09/06/1990 18:00,0,0,0,10.4375,9.2,0
09/06/1990 19:00,0,0,0,10.0719,9,0
09/06/1990 20:00,0,0,0,10.0281,9,0
09/06/1990 21:00,0,0,0,10.0453,9.2,0
09/06/1990 22:00,0,0,0,10.2453,9.4,0
09/06/1990 23:00,0,0,0,10.3813,9,0
10/06/1990 00:00,0,0,0,10.95,10,0
10/06/1990 01:00,0,0,0,11.2109,10.2,0
10/06/1990 02:00,0,0,0,11.5969,11.1,0
10/06/1990 03:00,0,0,0,11.6062,10.7,0
10/06/1990 04:00,0,0,0,11.5844,10.9,0
10/06/1990 05:00,0,0,0,11.475,11.1,0
10/06/1990 06:00,0,0,0,11.9531,11.6,0
10/06/1990 07:00,14,46,11,12.1531,11.7,-0.24
10/06/1990 08:00,44,6,42,12.9328,11.9,0.49288
10/06/1990 09:00,78,5,76,12.575,12.1,-0.24
10/06/1990 10:00,120,7,117,12.6406,12.1,1.57075
10/06/1990 11:00,187,17,178,11.9219,11.9,10.5883
10/06/1990 12:00,221,26,208,12.5844,11.7,18.0638
10/06/1990 13:00,188,30,174,12.0672,11.2,21.589
10/06/1990 14:00,243,192,171,12.1594,11,158.651
10/06/1990 15:00,167,148,125,10.9063,10.1,123.506
10/06/1990 16:00,43,34,39,10.3406,9.6,23.9167
10/06/1990 17:00,0,0,0,9.51406,9,0
10/06/1990 18:00,0,0,0,9.29688,8.8,0
10/06/1990 19:00,0,0,0,9.09688,8.6,0
10/06/1990 20:00,0,0,0,8.94063,8.2,0
10/06/1990 21:00,0,0,0,9.13594,8.6,0
10/06/1990 22:00,0,0,0,9.19687,8.6,0
10/06/1990 23:00,0,0,0,9.43125,9,0
11/06/1990 00:00,0,0,0,9.13594,8.6,0
11/06/1990 01:00,0,0,0,9.20938,8.8,0
11/06/1990 02:00,0,0,0,9.14375,9,0
11/06/1990 03:00,0,0,0,8.86563,8.6,0
11/06/1990 04:00,0,0,0,8.66562,8.4,0
11/06/1990 05:00,0,0,0,8.66562,8.5,0
11/06/1990 06:00,0,0,0,8.96562,8.7,0
11/06/1990 07:00,21,54,18,9.3875,9.1,-0.24
11/06/1990 08:00,89,39,80,10.3875,10.1,30.4888
11/06/1990 09:00,179,67,155,10.7188,10.1,55.787
11/06/1990 10:00,251,86,211,11.1281,10.1,72.1007
11/06/1990 11:00,283,88,238,11.1156,9.9,74.4354
11/06/1990 12:00,283,86,238,11.2688,9.7,71.7013
11/06/1990 13:00,255,87,214,11.1125,9.3,73.0118
11/06/1990 14:00,226,146,171,10.8781,8.9,124.673
11/06/1990 15:00,162,222,107,10.1469,8.5,196.093
11/06/1990 16:00,55,140,38,9.58125,8.1,116.464
11/06/1990 17:00,0,0,0,8.45938,7,0
11/06/1990 18:00,0,0,0,8.72812,7.7,0
11/06/1990 19:00,0,0,0,8.48438,7.7,0
11/06/1990 20:00,0,0,0,9.33125,8.9,0
11/06/1990 21:00,0,0,0,8.84062,8.1,0
11/06/1990 22:00,0,0,0,9.0625,8.3,0
11/06/1990 23:00,0,0,0,8.88437,8.1,0
12/06/1990 00:00,0,0,0,9.58438,8.7,0
12/06/1990 01:00,0,0,0,9.7625,8.9,0
12/06/1990 02:00,0,0,0,9.7625,8.9,0
12/06/1990 03:00,0,0,0,9.775,9.3,0
12/06/1990 04:00,0,0,0,9.8875,9.5,0
12/06/1990 05:00,0,0,0,10.0656,9.9,0
12/06/1990 06:00,0,0,0,10.2219,10.1,0
12/06/1990 07:00,25,127,17,10.7656,10.5,-0.24
12/06/1990 08:00,151,304,85,11.2484,11,277.782
12/06/1990 09:00,222,214,150,12.1062,11.2,181.188
12/06/1990 10:00,289,205,194,12.8594,11.6,169.886
12/06/1990 11:00,383,354,200,13.6172,11.9,316.594
12/06/1990 12:00,385,338,208,13.9609,12.2,302.138
12/06/1990 13:00,318,240,203,14.1437,12.4,203.337
12/06/1990 14:00,298,444,131,13.8438,12.1,425.077
12/06/1990 15:00,213,571,67,13.9469,12.6,568.612
12/06/1990 16:00,68,311,30,13.4156,12.4,275.481
12/06/1990 17:00,0,0,0,13.1438,13.1,0
12/06/1990 18:00,0,0,0,12.3313,12.1,0
12/06/1990 19:00,0,0,0,11.9438,11.7,0
12/06/1990 20:00,0,0,0,11.6844,11,0
12/06/1990 21:00,0,0,0,11.6484,11.4,0
12/06/1990 22:00,0,0,0,11.6969,11.2,0
12/06/1990 23:00,0,0,0,11.4969,11,0
13/06/1990 00:00,0,0,0,12.0063,11.1,0
13/06/1990 01:00,0,0,0,12.1672,11.3,0
13/06/1990 02:00,0,0,0,12.5578,12,0
13/06/1990 03:00,0,0,0,12.475,12,0
13/06/1990 04:00,0,0,0,12.4266,12.2,0
13/06/1990 05:00,0,0,0,12.3313,12,0
13/06/1990 06:00,0,0,0,11.8094,11.6,0
13/06/1990 07:00,22,64,18,11.8094,11.6,-0.24
13/06/1990 08:00,101,83,83,12.0219,12,66.4857
13/06/1990 09:00,185,104,149,12.3625,11.6,84.374
13/06/1990 10:00,234,90,194,12.5594,11.3,71.3023
13/06/1990 11:00,249,64,216,12.8391,11.1,49.217
13/06/1990 12:00,330,185,235,12.7359,10.5,148.279
13/06/1990 13:00,393,418,194,12.8625,10.3,385.379
13/06/1990 14:00,264,263,158,12.7719,9.9,223.682
13/06/1990 15:00,157,226,103,12.7188,10.3,192.229
13/06/1990 16:00,59,173,38,12.4266,10.3,140.861
13/06/1990 17:00,0,0,0,12.1594,10.9,0
13/06/1990 18:00,0,0,0,11.5719,10.5,0
13/06/1990 19:00,0,0,0,11.1187,10.5,0
13/06/1990 20:00,0,0,0,10.5703,10.2,0
13/06/1990 21:00,0,0,0,10.2656,10,0
13/06/1990 22:00,0,0,0,10.0656,9.8,0
13/06/1990 23:00,0,0,0,10.5656,10.3,0
14/06/1990 00:00,0,0,0,9.8875,9.6,0
14/06/1990 01:00,0,0,0,10.0875,9.8,0
14/06/1990 02:00,0,0,0,10.1438,9.9,0
14/06/1990 03:00,0,0,0,10.2875,9.9,0
14/06/1990 04:00,0,0,0,10.1703,9.8,0
14/06/1990 05:00,0,0,0,10.1438,9.9,0
14/06/1990 06:00,0,0,0,9.90938,9.6,0
14/06/1990 07:00,16,44,14,9.96562,9.8,-0.24
14/06/1990 08:00,61,11,59,10.1438,10,5.57346
14/06/1990 09:00,95,8,92,9.86563,9.6,2.8784
14/06/1990 10:00,136,9,132,9.8875,9.6,3.71678
14/06/1990 11:00,175,13,169,10.2875,10,7.05916
14/06/1990 12:00,169,11,163,10.6438,10.5,5.30955
14/06/1990 13:00,168,16,161,10.9656,10.7,9.67551
14/06/1990 14:00,144,21,136,11.2219,11.1,14.3885
14/06/1990 15:00,101,30,93,11.1969,10.7,21.6671
14/06/1990 16:00,35,23,33,11.3188,10.7,14.6403
14/06/1990 17:00,0,0,0,11.5797,10.9,0
14/06/1990 18:00,0,0,0,11.5797,10.9,0
14/06/1990 19:00,0,0,0,11.5625,10.9,0
14/06/1990 20:00,0,0,0,11.6797,11.1,0
14/06/1990 21:00,0,0,0,11.7625,11.1,0
14/06/1990 22:00,0,0,0,11.7844,11,0
14/06/1990 23:00,0,0,0,11.2813,10,0
15/06/1990 00:00,0,0,0,11.5891,10.6,0
15/06/1990 01:00,0,0,0,11.3109,10.2,0
15/06/1990 02:00,0,0,0,11.5797,11,0
15/06/1990 03:00,0,0,0,10.425,8.9,0
15/06/1990 04:00,0,0,0,9.99063,8.2,0
15/06/1990 05:00,0,0,0,9.3875,6.9,0
15/06/1990 06:00,0,0,0,9.6,7.4,0
15/06/1990 07:00,13,43,12,9.56563,7.2,-0.24
15/06/1990 08:00,51,10,49,9.4875,7,4.38551
15/06/1990 09:00,111,16,105,9.93125,7.4,9.78014
15/06/1990 10:00,191,36,174,10.2312,7.7,27.5404
15/06/1990 11:00,260,66,226,10.575,7.9,54.1297
15/06/1990 12:00,374,255,241,10.475,7.9,225.164
15/06/1990 13:00,336,226,226,10.6094,8.1,195.49
15/06/1990 14:00,243,179,174,10.8781,8.9,150.214
15/06/1990 15:00,156,196,106,10.2266,7.9,166.529
15/06/1990 16:00,51,111,37,9.94375,7.7,89.2906
15/06/1990 17:00,0,0,0,8.83125,6,0
15/06/1990 18:00,0,0,0,9.5125,7.7,0
15/06/1990 19:00,0,0,0,9.525,7.9,0
15/06/1990 20:00,0,0,0,10.2937,9,0
15/06/1990 21:00,0,0,0,9.80625,8.8,0
15/06/1990 22:00,0,0,0,9.91875,9.2,0
15/06/1990 23:00,0,0,0,9.66562,9.4,0
16/06/1990 00:00,0,0,0,10.0875,9.8,0
16/06/1990 01:00,0,0,0,9.92188,9.8,0
16/06/1990 02:00,0,0,0,9.4875,9.2,0
16/06/1990 03:00,0,0,0,8.8875,8.6,0
16/06/1990 04:00,0,0,0,8.66562,8.4,0
16/06/1990 05:00,0,0,0,8.86563,8.6,0
16/06/1990 06:00,0,0,0,8.86563,8.6,0
16/06/1990 07:00,13,42,11,9.2875,9,-0.24
16/06/1990 08:00,53,14,50,10.1438,10,8.45049
16/06/1990 09:00,163,80,133,10.9531,10.6,69.8579
16/06/1990 10:00,323,280,193,11.5625,11,262.635
16/06/1990 11:00,422,449,192,12.475,12,452.812
16/06/1990 12:00,444,527,170,12.3813,11.2,529.643
16/06/1990 13:00,384,464,162,12.525,11.2,460.718
16/06/1990 14:00,321,546,112,12.0875,9.8,554.937
16/06/1990 15:00,214,592,62,12.1812,10.8,606.734
16/06/1990 16:00,68,319,30,11.8156,10.6,289.26
16/06/1990 17:00,0,0,0,11.475,11,0
16/06/1990 18:00,0,0,0,10.9187,10.2,0
16/06/1990 19:00,0,0,0,10.4531,10.1,0
16/06/1990 20:00,0,0,0,10.1656,9.9,0
16/06/1990 21:00,0,0,0,9.2875,9.1,0
16/06/1990 22:00,0,0,0,8.66562,8.4,0
16/06/1990 23:00,0,0,0,7.76563,7.6,0
17/06/1990 00:00,0,0,0,7.24375,7.1,0
17/06/1990 01:00,0,0,0,6.36562,6.1,0
17/06/1990 02:00,0,0,0,6.0875,5.9,0
17/06/1990 03:00,0,0,0,5.24375,5.1,0
17/06/1990 04:00,0,0,0,5.22188,5.1,0
17/06/1990 05:00,0,0,0,4.8875,4.6,0
17/06/1990 06:00,0,0,0,6.36562,6.1,0
17/06/1990 07:00,25,148,14,7.94375,7.8,-0.24
17/06/1990 08:00,151,430,59,9.41875,8.9,423.594
17/06/1990 09:00,276,517,96,10.6281,9.7,522.566
17/06/1990 10:00,379,576,117,11.5688,10.1,583.307
17/06/1990 11:00,454,667,114,12.6125,11,673.782
17/06/1990 12:00,483,746,95,12.6578,10.2,754.781
17/06/1990 13:00,453,791,76,12.5234,9.8,804.069
17/06/1990 14:00,359,769,61,11.4812,8,789.703
17/06/1990 15:00,219,671,46,11.1969,8.6,690.56
17/06/1990 16:00,69,351,27,10.3266,8,325.869
17/06/1990 17:00,0,0,0,10.1766,8.8,0
17/06/1990 18:00,0,0,0,8.6375,7.3,0
17/06/1990 19:00,0,0,0,8.00625,7.1,0
17/06/1990 20:00,0,0,0,6.64063,5.9,0
17/06/1990 21:00,0,0,0,7.23125,6.8,0
17/06/1990 22:00,0,0,0,6.90938,6.6,0
17/06/1990 23:00,0,0,0,7.55313,7.1,0
18/06/1990 00:00,0,0,0,6.33125,5.8,0
18/06/1990 01:00,0,0,0,5.90938,5.6,0
18/06/1990 02:00,0,0,0,4.4875,4.2,0
18/06/1990 03:00,0,0,0,5.12187,5,0
18/06/1990 04:00,0,0,0,4.76563,4.5,0
18/06/1990 05:00,0,0,0,5.2875,5,0
18/06/1990 06:00,0,0,0,5.74375,5.6,0
18/06/1990 07:00,25,185,10,6.575,6.1,-0.24
18/06/1990 08:00,139,583,16,8.12813,7,574.054
18/06/1990 09:00,266,752,9,8.89063,7,746.027
18/06/1990 10:00,376,826,1,9.85312,7.2,809.471
18/06/1990 11:00,454,858,16,10.1453,7,831.862
18/06/1990 12:00,484,862,36,10.9031,7.2,836.414
18/06/1990 13:00,458,840,57,10.9031,7.2,820.858
18/06/1990 14:00,363,784,59,10.7031,7,776.001
18/06/1990 15:00,219,659,49,9.71875,6.7,658.551
18/06/1990 16:00,69,338,27,8.85625,6.7,303.622
18/06/1990 17:00,0,0,0,7.90625,7,0
18/06/1990 18:00,0,0,0,7.01875,6.2,0
18/06/1990 19:00,0,0,0,6.26563,6,0
18/06/1990 20:00,0,0,0,5.63125,5,0
18/06/1990 21:00,0,0,0,4.9875,4.7,0
18/06/1990 22:00,0,0,0,4.7875,4.5,0
18/06/1990 23:00,0,0,0,4.16563,3.9,0
19/06/1990 00:00,0,0,0,4.09688,3.3,0
19/06/1990 01:00,0,0,0,3.75313,3,0
19/06/1990 02:00,0,0,0,3.46563,3,0
19/06/1990 03:00,0,0,0,2.7875,2.4,0
19/06/1990 04:00,0,0,0,2.46563,2.1,0
19/06/1990 05:00,0,0,0,2.4875,2.1,0
19/06/1990 06:00,0,0,0,3.0875,2.7,0
19/06/1990 07:00,25,119,16,4.4875,4.2,-0.24
19/06/1990 08:00,138,329,68,6.16563,6,315.564
19/06/1990 09:00,273,493,100,7.38594,5.5,504.791
19/06/1990 10:00,386,612,109,8.575,5.5,635.305
19/06/1990 11:00,466,716,100,9.925,6,739.582
19/06/1990 12:00,504,820,79,10.1094,5.2,844.378
19/06/1990 13:00,468,847,65,10.4578,5.2,875.356
19/06/1990 14:00,369,814,54,9.78438,3.9,845.915
19/06/1990 15:00,225,707,43,9.97812,5.5,735.427
19/06/1990 16:00,70,368,25,9.39375,5.8,348.385
19/06/1990 17:00,0,0,0,9.05625,7,0
19/06/1990 18:00,0,0,0,7.85938,6.3,0
19/06/1990 19:00,0,0,0,7.04063,6.3,0
19/06/1990 20:00,0,0,0,6.30937,6,0
19/06/1990 21:00,0,0,0,5.5875,5.3,0
19/06/1990 22:00,0,0,0,5.0875,4.8,0
19/06/1990 23:00,0,0,0,4.55312,3.9,0
20/06/1990 00:00,0,0,0,3.95313,3.4,0
20/06/1990 01:00,0,0,0,3.475,2.8,0
20/06/1990 02:00,0,0,0,3.14375,3.1,0
20/06/1990 03:00,0,0,0,3.00938,2.5,0
20/06/1990 04:00,0,0,0,3.06562,2.8,0
20/06/1990 05:00,0,0,0,3.63125,3.1,0
20/06/1990 06:00,0,0,0,4.26563,3.9,0
20/06/1990 07:00,25,149,15,5.35313,4.8,-0.24
20/06/1990 08:00,157,431,68,6.22813,5.1,435.206
20/06/1990 09:00,236,312,132,8.1125,6.1,300.527
20/06/1990 10:00,330,345,172,9.475,6.6,333.923
20/06/1990 11:00,435,546,155,11.2547,7.9,555.633
20/06/1990 12:00,469,671,121,11.3344,7.2,688.711
20/06/1990 13:00,450,766,87,11.7,7.7,786.76
20/06/1990 14:00,361,775,61,11.2,6.8,798.248
20/06/1990 15:00,221,677,46,11.2547,7.9,699.663
20/06/1990 16:00,70,355,26,10.375,7.7,333.601
20/06/1990 17:00,0,0,0,9.35938,7.9,0
20/06/1990 18:00,0,0,0,8.32813,7.3,0
20/06/1990 19:00,0,0,0,7.43125,7,0
20/06/1990 20:00,0,0,0,7.2875,7.1,0
20/06/1990 21:00,0,0,0,5.8875,5.6,0
20/06/1990 22:00,0,0,0,5.94375,5.9,0
20/06/1990 23:00,0,0,0,5.40938,5.1,0
21/06/1990 00:00,0,0,0,6.20937,5.9,0
21/06/1990 01:00,0,0,0,6.56563,6.3,0
21/06/1990 02:00,0,0,0,6.56563,6.3,0
21/06/1990 03:00,0,0,0,6.8875,6.6,0
21/06/1990 04:00,0,0,0,7.26563,7,0
21/06/1990 05:00,0,0,0,8.2875,8,0
21/06/1990 06:00,0,0,0,8.52188,8.4,0
21/06/1990 07:00,25,10,21,9.01875,8.4,-0.24
21/06/1990 08:00,99,127,73,9.74063,9.1,111.813
21/06/1990 09:00,203,202,134,10.2437,8,180.89
21/06/1990 10:00,252,148,185,10.8281,7.7,130.229
21/06/1990 11:00,268,152,190,11.2,6.8,132.489
21/06/1990 12:00,390,530,117,11.7391,7.7,535.332
21/06/1990 13:00,394,695,57,12.0172,8,712.326
21/06/1990 14:00,278,578,52,11.6688,7.9,594.745
21/06/1990 15:00,125,302,47,11.3719,8.2,283.12
21/06/1990 16:00,27,27,17,10.6531,8.2,19.2681
21/06/1990 17:00,0,0,0,10.3375,9,0
21/06/1990 18:00,0,0,0,8.75469,7.5,0
21/06/1990 19:00,0,0,0,7.7625,6.8,0
21/06/1990 20:00,0,0,0,6.31563,4.8,0
21/06/1990 21:00,0,0,0,5.84062,4.8,0
21/06/1990 22:00,0,0,0,4.92812,3.7,0
21/06/1990 23:00,0,0,0,4.22813,2.8,0
22/06/1990 00:00,0,0,0,3.77187,2.2,0
22/06/1990 01:00,0,0,0,3.45,1.8,0
22/06/1990 02:00,0,0,0,3.34062,2.2,0
22/06/1990 03:00,0,0,0,3.24062,2.2,0
22/06/1990 04:00,0,0,0,3.475,2.8,0
22/06/1990 05:00,0,0,0,4.20625,3.1,0
22/06/1990 06:00,0,0,0,4.31875,3.4,0
22/06/1990 07:00,25,167,13,5.05,3.6,-0.24
22/06/1990 08:00,161,522,52,5.22813,3.9,533.698
22/06/1990 09:00,280,551,92,6.90938,3.6,557.222
22/06/1990 10:00,377,570,120,7.79375,3.6,574.126
22/06/1990 11:00,452,659,116,8.91875,3,651.982
22/06/1990 12:00,474,716,103,9.45313,4.2,720.484
22/06/1990 13:00,446,767,80,10.1187,4.7,774.209
22/06/1990 14:00,357,770,58,10.8094,6,779.254
22/06/1990 15:00,220,683,42,10.6484,6,691.297
22/06/1990 16:00,70,362,25,10.6687,6.7,329.309
22/06/1990 17:00,0,0,0,10.0188,7.2,-0.24
22/06/1990 18:00,0,0,0,10.2266,7.8,0
22/06/1990 19:00,0,0,0,9.89063,8.1,0
22/06/1990 20:00,0,0,0,9.8125,7.8,0
22/06/1990 21:00,0,0,0,9.60625,8.7,0
22/06/1990 22:00,0,0,0,9.5625,8.7,0
22/06/1990 23:00,0,0,0,9.74063,9.1,0
23/06/1990 00:00,0,0,0,9.7625,8.9,0
23/06/1990 01:00,0,0,0,9.60625,8.7,0
23/06/1990 02:00,0,0,0,9.49687,8.9,0
23/06/1990 03:00,0,0,0,9.25937,7.8,0
23/06/1990 04:00,0,0,0,9.025,7.4,0
23/06/1990 05:00,0,0,0,8.67031,6,0
23/06/1990 06:00,0,0,0,8.6,6.2,0
23/06/1990 07:00,23,66,18,8.50937,5.7,-0.24
23/06/1990 08:00,114,120,90,8.5875,6,-0.24
23/06/1990 09:00,155,74,131,8.52812,5,-0.24
23/06/1990 10:00,231,83,193,8.69375,4.7,-0.24
23/06/1990 11:00,304,113,246,8.46875,3.9,-0.24
23/06/1990 12:00,305,120,243,8.80313,4.5,-0.24
23/06/1990 13:00,358,357,190,8.70313,4.5,-0.24
23/06/1990 14:00,342,582,118,8.81563,5,-0.24
23/06/1990 15:00,208,468,84,8.44531,5,440.328
23/06/1990 16:00,63,208,38,8.23125,5.3,165.937
23/06/1990 17:00,0,0,0,8.04688,6.1,-0.24
23/06/1990 18:00,0,0,0,7.69063,5.6,0
23/06/1990 19:00,0,0,0,7.68125,5.9,0
23/06/1990 20:00,0,0,0,6.96562,4,0
23/06/1990 21:00,0,0,0,7.38125,5.6,0
23/06/1990 22:00,0,0,0,7.50313,5.6,0
23/06/1990 23:00,0,0,0,8.12813,7.1,0
24/06/1990 00:00,0,0,0,7.56875,5.6,0
24/06/1990 01:00,0,0,0,7.5125,5.4,0
24/06/1990 02:00,0,0,0,7.29062,5.1,0
24/06/1990 03:00,0,0,0,7.5125,5.4,0
24/06/1990 04:00,0,0,0,7.5125,5.4,0
24/06/1990 05:00,0,0,0,7.7875,4.8,0
24/06/1990 06:00,0,0,0,7.84688,5.9,0
24/06/1990 07:00,11,37,9,8.04688,6.1,-0.24
24/06/1990 08:00,44,6,43,8.12813,7.1,0.948372
24/06/1990 09:00,97,9,93,8.59062,6.6,3.77351
24/06/1990 10:00,147,14,141,8.79531,6.6,8.31123
24/06/1990 11:00,194,24,182,9.34375,6.9,17.3889
24/06/1990 12:00,230,38,210,9.04375,6.6,30.0289
24/06/1990 13:00,225,46,203,9.14375,6.6,37.4128
24/06/1990 14:00,211,89,177,8.65312,5.9,76.8475
24/06/1990 15:00,142,94,117,8.95625,6.8,81.5794
24/06/1990 16:00,45,50,39,8.84688,7.1,39.7071
24/06/1990 17:00,0,0,0,8.78438,8,-0.24
24/06/1990 18:00,0,0,0,8.7625,8,0
24/06/1990 19:00,0,0,0,8.80937,8.4,0
24/06/1990 20:00,0,0,0,9.24375,9.1,0
24/06/1990 21:00,0,0,0,8.2875,8,0
24/06/1990 22:00,0,0,0,8.1875,8,0
24/06/1990 23:00,0,0,0,7.40938,7,0
25/06/1990 00:00,0,0,0,8.14375,8,0
25/06/1990 01:00,0,0,0,7.7875,7.5,0
25/06/1990 02:00,0,0,0,8.16562,7.9,0
25/06/1990 03:00,0,0,0,7.19688,6.5,0
25/06/1990 04:00,0,0,0,7.19688,6.5,0
25/06/1990 05:00,0,0,0,7.575,7,0
25/06/1990 06:00,0,0,0,8.00937,7.7,0
25/06/1990 07:00,12,51,10,8.76563,8.6,-0.24
25/06/1990 08:00,102,63,89,8.6875,8.4,51.3415
25/06/1990 09:00,126,36,115,10.4875,10.2,27.7003
25/06/1990 10:00,168,28,155,11.075,10.6,20.3861
25/06/1990 11:00,291,136,221,12.0766,10.9,115.101
25/06/1990 12:00,389,268,250,11.4812,10.2,237.87
25/06/1990 13:00,290,145,219,11.2125,9.4,122.44
25/06/1990 14:00,188,65,163,10.2219,8.1,52.4612
25/06/1990 15:00,169,262,106,9.75313,7,233.851
25/06/1990 16:00,70,220,43,8.95313,6.1,183.899
25/06/1990 17:00,0,0,0,7.8875,5.1,-0.24
25/06/1990 18:00,0,0,0,7.6,5.1,0
25/06/1990 19:00,0,0,0,7.09062,5.1,0
25/06/1990 20:00,0,0,0,7.65938,6.1,0
25/06/1990 21:00,0,0,0,7.08438,6.1,0
25/06/1990 22:00,0,0,0,7.29688,6.6,0
25/06/1990 23:00,0,0,0,6.51875,5.8,0
26/06/1990 00:00,0,0,0,7.39688,6.8,0
26/06/1990 01:00,0,0,0,7.49687,6.8,0
26/06/1990 02:00,0,0,0,7.84062,7,0
26/06/1990 03:00,0,0,0,7.28438,6.3,0
26/06/1990 04:00,0,0,0,7.22812,6.1,0
26/06/1990 05:00,0,0,0,7.05,5.8,0
26/06/1990 06:00,0,0,0,7.41094,6.1,0
26/06/1990 07:00,12,127,9,7.77188,6.6,-0.24
26/06/1990 08:00,53,0,53,8.27188,7,-0.24
26/06/1990 09:00,116,0,116,9.08438,8.2,-0.24
26/06/1990 10:00,190,72,157,9.7625,9,59.5575
26/06/1990 11:00,256,225,140,10.5969,10,195.92
26/06/1990 12:00,299,392,91,10.6234,9.8,371.587
26/06/1990 13:00,307,481,74,10.6062,9.8,467.057
26/06/1990 14:00,268,476,82,10.0719,9,458.435
26/06/1990 15:00,177,666,4,10.0719,9,672.015
26/06/1990 16:00,59,352,28,9.49375,8.4,319.104
26/06/1990 17:00,0,0,0,9.21562,8,-0.24
26/06/1990 18:00,0,0,0,8.67188,7.5,0
26/06/1990 19:00,0,0,0,8.50625,7.5,0
26/06/1990 20:00,0,0,0,8.59688,8,0
26/06/1990 21:00,0,0,0,8.49687,7.7,0
26/06/1990 22:00,0,0,0,8.55313,8,0
26/06/1990 23:00,0,0,0,8.45313,8,0
27/06/1990 00:00,0,0,0,8.60938,8.2,0
27/06/1990 01:00,0,0,0,8.3875,8.2,0
27/06/1990 02:00,0,0,0,8.1875,8,0
27/06/1990 03:00,0,0,0,8.04375,8,0
27/06/1990 04:00,0,0,0,7.84375,7.7,0
27/06/1990 05:00,0,0,0,7.7875,7.5,0
27/06/1990 06:00,0,0,0,8.04375,8,0
27/06/1990 07:00,12,73,9,8.54375,8.4,-0.24
27/06/1990 08:00,121,160,88,9.14375,9,139.749
27/06/1990 09:00,231,207,160,10.0656,9.8,184.205
27/06/1990 10:00,256,122,202,10.8656,10.6,106.03
27/06/1990 11:00,245,49,220,11.2312,11,39.8811
27/06/1990 12:00,247,54,219,11.8531,11.5,44.1174
27/06/1990 13:00,286,151,214,12.0531,11.7,130.52
27/06/1990 14:00,252,204,173,12.3313,12,178.331
27/06/1990 15:00,167,245,105,11.6484,11.3,221.142
27/06/1990 16:00,59,161,39,11.2656,11,135.182
27/06/1990 17:00,0,0,0,10.2875,10,-0.24
27/06/1990 18:00,0,0,0,10.0437,9.8,0
27/06/1990 19:00,0,0,0,9.46562,9.2,0
27/06/1990 20:00,0,0,0,9.14375,9,0
27/06/1990 21:00,0,0,0,8.80937,8.4,0
27/06/1990 22:00,0,0,0,8.55313,8,0
27/06/1990 23:00,0,0,0,8.575,8,0
28/06/1990 00:00,0,0,0,7.95,6.8,0
28/06/1990 01:00,0,0,0,7.75,6.6,0
28/06/1990 02:00,0,0,0,7.35938,5.8,0
28/06/1990 03:00,0,0,0,7.40625,6.3,0
28/06/1990 04:00,0,0,0,7.61875,6.8,0
28/06/1990 05:00,0,0,0,8.16562,7.9,0
28/06/1990 06:00,0,0,0,8.36563,8.2,0
28/06/1990 07:00,12,49,10,8.86563,8.6,-0.24
28/06/1990 08:00,91,64,78,9.14375,9,52.192
28/06/1990 09:00,198,137,149,10.3219,10.2,117.479
28/06/1990 10:00,288,200,197,10.8656,10.6,171.231
28/06/1990 11:00,346,245,220,11.475,10.9,215.955
28/06/1990 12:00,371,284,223,11.2969,10.7,255.797
28/06/1990 13:00,324,239,208,11.2188,10.5,210.036
28/06/1990 14:00,298,415,140,11.2312,10.9,406.862
28/06/1990 15:00,220,579,70,10.6234,9.8,588.917
28/06/1990 16:00,76,349,31,10.2625,9.4,319.063
28/06/1990 17:00,0,0,0,9.21562,7.9,-0.24
28/06/1990 18:00,0,0,0,9.38437,8.5,0
28/06/1990 19:00,0,0,0,9.10625,8.1,0
28/06/1990 20:00,0,0,0,9.02812,7.9,0
28/06/1990 21:00,0,0,0,8.71562,7.4,0
